est_e,est_s,log_likelihood,log_likelihood_null
1.1423165552954655e-05,1.0,-58.17017620242962,-58.17017629774077
1e-08,1.0,-29.51148608494473,-29.51148608494473
1.1621123525569877e-05,1.0,-31.1049813473091,-31.104981352911974
6.742528845470574e-05,1.0,-79.06863294890863,-79.06863294954897
3.6573952991932266e-05,1.0,-75.27828058593677,-75.27828058587318
4.262009050925884e-05,0.9999939270314718,-52.5582308039914,-52.5586262273837
1.1481355886119915e-05,1.0,-28.00118676868691,-28.001186774233133
1e-08,1.0,-28.71875054759711,-28.71875054759711
2.3277761179541223e-05,1.0,-59.717143257304556,-59.71714325312826
1.150213205147884e-05,1.0,-52.556224746303826,-52.55622475190505
1e-08,1.0,-19.51794454891691,-19.51794454891691
1e-08,1.0,-36.97704075149634,-36.97704075149634
2.3107401190955986e-05,1.0,-62.62406984635199,-62.624069841132815
1e-08,1.0,-26.341284706906727,-26.341284706906727
2.2497372691277875e-05,1.0,-46.119116610688515,-46.119116600697424
2.391919719602835e-05,1.0,-42.26507492736707,-42.26507492872815
1e-08,1.0,-37.53124628656325,-37.53124628656325
1e-08,1.0,-11.250271949525054,-11.250271949525054
3.453054091952387e-05,1.0,-53.99437638084695,-53.99437638237423
1e-08,1.0,-20.378655732742303,-20.378655732742303
1e-08,1.0,-20.503595080699327,-20.503595080699327
2.5060913261224044e-05,1.0,-35.29902891409884,-35.29902887601492
1.1342222352272217e-05,1.0,-40.38883891772317,-40.38883901439001
2.2797322679745403e-05,1.0,-50.80941723950939,-50.80941723210262
7.922869443383499e-05,1.0,-104.02988039178724,-104.02988039411426
3.3919595881343656e-05,1.0,-43.561745353090494,-43.56174535466592
1e-08,1.0,-34.417396780685294,-34.417396780685294
1.170611811981712e-05,1.0,-54.83427916996575,-54.83427917564018
1e-08,1.0,-26.323888109945585,-26.323888109945585
1e-08,1.0,-7.051836654817335,-7.051836654817335
1e-08,1.0,-87.56602454753173,-87.56602454753173
4.992663991838737e-05,0.9999742183147023,-75.08857644264108,-75.3812219242543
1e-08,1.0,-53.224693835075634,-53.224693835075634
5.670870353663028e-05,1.0,-119.77566023139924,-119.77566023178494
1e-08,1.0,-36.82983953907547,-36.82983953907547
1e-08,1.0,-25.583953742401185,-25.583953742401185
1e-08,1.0,-26.82368126097909,-26.82368126097909
5.93944028088773e-05,1.0,-125.77642585850667,-125.77642587182454
1.1213496303512902e-05,1.0,-20.50229381632956,-20.502293815917334
2.2602708286382353e-05,1.0,-36.87259444024845,-36.87259443099311
5.027129159514942e-05,0.9995809759490893,-96.06692375362918,-100.99844110541136
2.247530216967334e-05,1.0,-39.59283697229952,-39.592836961996895
1e-08,1.0,-34.17114779995618,-34.17114779995618
1e-08,1.0,-37.98626580897139,-37.98626580897139
1.1405650387528393e-05,1.0,-48.74614126468643,-48.74614136025053
1e-08,1.0,-41.6322202212489,-41.6322202212489
1.1229757836440571e-05,1.0,-33.36908198702051,-33.36908208571005
1e-08,0.9999631846419403,-63.51445877031763,-66.52750991329661
1e-08,1.0,-51.2155608166432,-51.2155608166432
2.3428154949219915e-05,0.9999999822288141,-31.40779830725791,-31.407798194815733
1.202499352043476e-05,1.0,-38.304147702679266,-38.304147700807164
1.1815825177702972e-05,1.0,-46.42864732781091,-46.428647333460994
1e-08,0.9999149493655729,-34.86927261148902,-38.7610591516902
1e-08,1.0,-12.856358361957472,-12.856358361957472
1e-08,1.0,-14.993065915994109,-14.993065915994109
1e-08,1.0,-49.00066634524058,-49.00066634524058
1e-08,1.0,-6.727761466982712,-6.727761466982712
2.3382182477675976e-05,1.0,-39.3891234126136,-39.38912340882147
3.5898201054143204e-05,1.0,-39.56945833250358,-39.5694583338097
1e-08,0.9999484289219951,-53.55380137661124,-54.08882094137615
2.3874478123305066e-05,1.0,-35.40090130533056,-35.40090130675218
1e-08,0.9999599056881037,-23.68809164347165,-25.686539120244746
1e-08,1.0,-20.86060759258262,-20.86060759258262
1e-08,1.0,-59.11816103442559,-59.11816103442559
2.2769240491758267e-05,1.0,-61.53191346430331,-61.531913456702355
1.1465392863561762e-05,1.0,-41.729040991467635,-41.72904108599431
1e-08,1.0,-17.13087473720226,-17.13087473720226
4.514886137485527e-05,1.0,-65.35670229687815,-65.35670232102756
1e-08,1.0,-38.63137427874068,-38.63137427874068
1e-08,1.0,-50.54946905043077,-50.54946905043077
5.7649051343485016e-05,0.9999594599429044,-80.70966439927912,-82.06826530912772
1.1626633974307915e-05,1.0,-28.77250550620524,-28.772505511845257
2.3469893274487292e-05,1.0,-42.93276607035807,-42.932766070349494
1e-08,1.0,-31.647692898099034,-31.647692898099034
1e-08,1.0,-22.10732238820449,-22.10732238820449
3.379737484748578e-05,1.0,-58.70706318734636,-58.70706318893843
1e-08,1.0,-71.73620319131842,-71.73620319131842
1e-08,1.0,-26.679509027001526,-26.679509027001526
3.5902015389616166e-05,1.0,-54.10423994494783,-54.10423994484332
4.669060638403719e-05,1.0,-63.97243795996138,-63.97243795990479
1e-08,1.0,-26.1615024474862,-26.1615024474862
1e-08,1.0,-44.28529826483446,-44.28529826483446
1e-08,1.0,-66.24412436276376,-66.24412436276376
1.1773540495527267e-05,1.0,-31.12615937263439,-31.126159378322356
1e-08,1.0,-44.95249388396191,-44.95249388396191
1.1359480470365133e-05,1.0,-84.87782224035043,-84.87782233680353
1e-08,1.0,-17.36426443535775,-17.36426443535775
1e-08,1.0,-23.99836805985963,-23.99836805985963
1e-08,1.0,-13.810835134297333,-13.810835134297333
1e-08,1.0,-52.16067938508286,-52.16067938508286
5.739015716500788e-05,1.0,-75.95997709912224,-75.95997709920087
1e-08,1.0,-18.95931774818572,-18.95931774818572
1e-08,1.0,-7.508475161157655,-7.508475161157655
1e-08,1.0,-23.46827557880066,-23.46827557880066
1e-08,1.0,-21.19894567148558,-21.19894567148558
1e-08,1.0,-38.13747442528936,-38.13747442528936
1e-08,1.0,-31.799339775673246,-31.799339775673246
1e-08,1.0,-5.2825676902707315,-5.2825676902707315
1e-08,1.0,-56.70085086164665,-56.70085086164665
1e-08,0.9999592348137583,-27.404487790253242,-30.856886461739613
4.5134131336015975e-05,1.0,-82.32313449918412,-82.32313449885748
1e-08,1.0,-24.328570114078925,-24.328570114078925
1e-08,1.0,-15.69903495838726,-15.69903495838726
1e-08,1.0,-9.081030548647323,-9.081030548647323
1e-08,1.0,-13.455622455586182,-13.455622455586182
1e-08,1.0,-30.92342394419635,-30.92342394419635
1.1938352077161797e-05,1.0,-38.03218428572966,-38.03218429136946
1.1477530278789851e-05,1.0,-27.174884492730758,-27.174884492346948
4.5512789253312676e-05,1.0,-64.7084386935127,-64.70843871712931
1e-08,1.0,-20.251719954008912,-20.251719954008912
4.689478748435495e-05,1.0,-83.75642407522831,-83.75642409243981
2.3742209475555107e-05,1.0,-70.62564001208906,-70.62564001317857
3.739776878457914e-05,1.0,-63.15686031250094,-63.156860340519465
1e-08,1.0,-17.91235600687368,-17.91235600687368
3.518166151949983e-05,1.0,-54.372667283443775,-54.3726672848177
1e-08,1.0,-45.85268274645543,-45.85268274645543
0.0003167100066300621,1.0,-383.54828851300044,-383.5482885131346
4.60724098828337e-05,1.0,-77.23978802835951,-77.23978802877288
1e-08,1.0,-5.28714023347078,-5.28714023347078
4.45555455926182e-05,0.9999450931885624,-48.64006800198123,-50.15641819390387
2.2931311080801958e-05,1.0,-72.1536667867042,-72.15366679495358
1.1194255277673962e-05,1.0,-20.984691411337966,-20.984691410897984
4.512553386213266e-05,0.9999573220257035,-57.358569874408005,-59.58904457662278
1.17566526872317e-05,1.0,-84.02145965487988,-84.021459660571
1e-08,1.0,-26.26371827552889,-26.26371827552889
1e-08,1.0,-48.1894518749133,-48.1894518749133
6.027299927174581e-05,1.0,-125.63936846701147,-125.63936847007349
1e-08,1.0,-12.42805602885809,-12.42805602885809
3.5459880570754064e-05,1.0,-63.092497515016184,-63.09249751497585
1.2133654954086546e-05,1.0,-42.24748252004521,-42.247482444143124
1.1344031435375873e-05,1.0,-41.808497223347594,-41.80849732000875
1e-08,1.0,-13.825107758413823,-13.825107758413823
1e-08,1.0,-28.050238443631414,-28.050238443631414
1e-08,1.0,-47.005120192306194,-47.005120192306194
2.280540905721742e-05,1.0,-42.32461445900429,-42.324614451739336
1.2261333847576257e-05,1.0,-77.16702223672061,-77.16702215923634
1e-08,1.0,-29.129718628395366,-29.129718628395366
1e-08,0.9999197197946048,-49.723939504995506,-51.23015393407657
2.4012563146617466e-05,1.0,-44.66669494957514,-44.66669495073439
1.1285676093043176e-05,1.0,-32.89425923736042,-32.894259236992724
1.1278978577799432e-05,1.0,-30.557743029037976,-30.557743126860647
1e-08,1.0,-20.330829155051575,-20.330829155051575
1e-08,1.0,-34.42198617067254,-34.42198617067254
1.204455582223607e-05,1.0,-48.543320430930585,-48.543320354776796
2.2426725690050662e-05,1.0,-30.329994406388934,-30.329994395340876
4.536223870615524e-05,1.0,-65.60678241657705,-65.60678241607374
1.3444016189843149e-05,0.9998407217308107,-57.862693846882166,-60.67628219514536
1e-08,1.0,-21.75467060672506,-21.75467060672506
1.1462168597805757e-05,1.0,-33.282298203505086,-33.282298298080505
1e-08,1.0,-31.038530334893487,-31.038530334893487
1.1287478480742963e-05,1.0,-25.252868483758107,-25.252868581431592
1e-08,1.0,-34.835844484055734,-34.835844484055734
2.355703027950297e-05,1.0,-49.18604412511983,-49.18604412706746
1.1953512730838085e-05,1.0,-47.52340465829057,-47.52340458532177
1e-08,1.0,-29.51734832928907,-29.51734832928907
1e-08,1.0,-17.525786402768016,-17.525786402768016
1.1760594985005191e-05,1.0,-23.465165394290064,-23.4651653999488
1e-08,1.0,-24.59721124322051,-24.59721124322051
1e-08,1.0,-19.082679838160562,-19.082679838160562
1.1556033762271349e-05,1.0,-38.72617711885084,-38.72617712448161
1e-08,1.0,-47.4373253287728,-47.4373253287728
5.6701298507838705e-05,1.0,-75.49185993117142,-75.49185993117612
1.3157127397638318e-05,0.9998934761669634,-54.97426279887307,-55.345402077875946
1.1558311967296499e-05,1.0,-38.051234260312995,-38.05123426592574
1.1712048158089039e-05,1.0,-52.802562161740035,-52.8025621674227
3.4643600225465935e-05,1.0,-72.44973242066584,-72.44973242212524
1e-08,1.0,-38.99857000163702,-38.99857000163702
1e-08,1.0,-11.134425792400005,-11.134425792400005
1e-08,1.0,-26.219560041458355,-26.219560041458355
1e-08,1.0,-32.030811304945765,-32.030811304945765
1.1280156361773608e-05,1.0,-24.4585879545896,-24.458588052411628
2.2796918012440347e-05,1.0,-57.08901891533443,-57.08901890781869
1.1482411424300938e-05,1.0,-28.415966754166412,-28.41596675994006
1.1272975004120997e-05,1.0,-46.79065890024131,-46.790658998231365
1.2037481221080062e-05,1.0,-61.96222640932361,-61.96222633471984
1e-08,1.0,-7.003922413534812,-7.003922413534812
1e-08,1.0,-34.14402704176595,-34.14402704176595
1e-08,1.0,-23.866063621295815,-23.866063621295815
1e-08,1.0,-47.98277299143984,-47.98277299143984
1e-08,1.0,-17.136651268720307,-17.136651268720307
1.2146683256617366e-05,1.0,-55.125690275798696,-55.12569019935409
1e-08,1.0,-51.25564827895858,-51.25564827895858
1e-08,0.9999576393080885,-46.710721972985624,-49.11100945498384
1.1856521556012987e-05,1.0,-43.06403841029667,-43.06403840802461
1.1358385290117153e-05,1.0,-31.251029611076223,-31.25102970753598
1.1221077755138318e-05,1.0,-22.297811375754677,-22.297811474609556
4.523576855638459e-05,1.0,-62.6297765392481,-62.6297765389285
4.5127541110251655e-05,1.0,-69.04592765673975,-69.04592765629086
3.531735236277222e-05,1.0,-58.536982728991326,-58.53698273010433
1.2284618927830797e-05,1.0,-69.2672241226498,-69.26722404535484
1.1666792123770077e-05,1.0,-43.52472289554069,-43.52472290121692
1e-08,1.0,-34.598439482628436,-34.598439482628436
1e-08,1.0,-27.865180292568414,-27.865180292568414
2.6846752715269824e-05,1.0,-70.55215841491703,-70.55215841479306
1e-08,0.999955637223466,-18.078940150309926,-18.23042193091663
1.146066249049077e-05,1.0,-41.729453659101225,-41.72945375368757
9.076604110392645e-05,1.0,-100.22180631222338,-100.22180631220519
3.1509180644823494e-05,0.9999144613188541,-55.09656578923898,-55.837448503936535
1e-08,1.0,-19.1926283352686,-19.1926283352686
1e-08,1.0,-13.05378952192198,-13.05378952192198
1.311654916043803e-05,1.0,-54.23039621931844,-54.23039615476386
1e-08,0.9999603460476952,-61.352177992903755,-63.841485599953494
1e-08,0.9999595704856686,-29.761194932810515,-31.067443036643862
1.1296573890054605e-05,1.0,-75.32654507341978,-75.32654517097257
2.925868192718874e-05,0.9999015209938523,-63.20709130634607,-63.79960087111088
1e-08,1.0,-31.31155212323547,-31.31155212323547
1e-08,1.0,-20.037736665528378,-20.037736665528378
1e-08,1.0,-9.685692782823192,-9.685692782823192
2.4598165364281188e-05,1.0,-50.84921089754564,-50.84921089542269
1.138111323708117e-05,1.0,-23.582038876165903,-23.582038972206288
1e-08,1.0,-43.79807810004575,-43.79807810004575
1.1977056488401297e-05,0.9999608682778041,-32.68603128276706,-34.11320449542628
1e-08,1.0,-14.683113622957604,-14.683113622957604
1.1295501785422349e-05,1.0,-33.5760481839875,-33.576048281519974
1e-08,1.0,-43.13494861477163,-43.13494861477163
1.1769852497731602e-05,1.0,-35.194130457263704,-35.1941304629274
1.1220928336022081e-05,1.0,-29.20486186084688,-29.20486195970858
1.1235582829804587e-05,1.0,-19.154265875302553,-19.154265973885053
1e-08,1.0,-29.513149118708977,-29.513149118708977
1.8723698164915735e-05,0.9999839231679823,-46.560184823691266,-46.61264577877027
2.2576007324407792e-05,1.0,-60.867915410006184,-60.86791540057895
4.5384444967129763e-05,1.0,-63.192136773339264,-63.19213679720444
2.2620920426215612e-05,1.0,-39.2599755304631,-39.259975521494034
1e-08,1.0,-15.446539765806833,-15.446539765806833
1e-08,1.0,-20.936114424077473,-20.936114424077473
1e-08,1.0,-7.702071252210508,-7.702071252210508
1e-08,1.0,-35.61715566180052,-35.61715566180052
1.1507467014807689e-05,1.0,-38.15188182543099,-38.15188183101197
2.6700837549546795e-05,1.0,-70.59348671811463,-70.59348671801781
1e-08,1.0,-28.360656423303805,-28.360656423303805
1.1909765299191554e-05,1.0,-46.32819909242229,-46.32819909807276
1e-08,1.0,-11.912755130751373,-11.912755130751373
1.1659462012875016e-05,1.0,-64.88691734294027,-64.88691734858816
2.4099016492289865e-05,1.0,-64.9164529372392,-64.91645289371242
1.122961095998034e-05,1.0,-41.910351362661295,-41.910351461345996
1.12343824044898e-05,1.0,-24.491317702234102,-24.491317800851032
3.5975573171030387e-05,1.0,-64.28486191349816,-64.28486191334659
1e-08,1.0,-39.74364540560616,-39.74364540560616
1e-08,1.0,-42.87199860578169,-42.87199860578169
5.9888652104563686e-05,1.0,-60.31232964384536,-60.31232964355258
2.2475794125639614e-05,1.0,-41.65925688392941,-41.65925687355787
1e-08,0.999962411535302,-63.05905380861546,-65.11813055852295
4.4663679273578706e-05,0.9999509461179539,-59.04176022922911,-60.242054417507276
1.1534197995060666e-05,1.0,-63.41047247210209,-63.41047247772003
1e-08,1.0,-27.248903690668286,-27.248903690668286
