est_e,est_s,log_likelihood,log_likelihood_null
1e-08,1.0,-35.85507373947332,-35.85507373947332
3.478597742220634e-05,1.0,-58.64378914477853,-58.64378914467671
1e-08,1.0,-27.396339702889485,-27.396339702889485
1e-08,1.0,-58.38204194598,-58.38204194598
1.1235121077836691e-05,1.0,-27.536488152767234,-27.536488251371185
1e-08,1.0,-24.048689971211076,-24.048689971211076
1e-08,1.0,-52.77346207721792,-52.77346207721792
1e-08,1.0,-63.45387236330271,-63.45387236330271
1e-08,1.0,-14.491400593436284,-14.491400593436284
1e-08,1.0,-22.06509538769043,-22.06509538769043
1.1188264982829438e-05,1.0,-17.47468873103818,-17.474688730629502
1.2555062057379734e-05,1.0,-45.266774626993836,-45.26677459312998
1e-08,1.0,-38.30065813277348,-38.30065813277348
2.238886148809829e-05,1.0,-31.882909702042607,-31.88290969076287
1e-08,1.0,-25.33130695806587,-25.33130695806587
1e-08,1.0,-85.19642417926742,-85.19642417926742
1.1240492258495787e-05,1.0,-22.240755597463966,-22.24075569597677
1e-08,1.0,-31.917761541018262,-31.917761541018262
1e-08,1.0,-11.038933434825696,-11.038933434825696
1.1415466884339985e-05,1.0,-46.21591417199172,-46.21591426741639
1e-08,1.0,-42.68828408955024,-42.68828408955024
2.2393337358651574e-05,1.0,-31.043945653187272,-31.04394564209439
2.239083130037155e-05,1.0,-31.98791282583078,-31.98791281469765
3.358210833667802e-05,1.0,-43.82670287753151,-43.82670287910754
1e-08,1.0,-41.21911562288778,-41.21911562288778
1e-08,1.0,-23.322115729878455,-23.322115729878455
1e-08,1.0,-28.44486612781524,-28.44486612781524
1.1348377500894714e-05,1.0,-54.603378917519386,-54.603379014130724
1.1213439994237033e-05,1.0,-26.791261159245288,-26.79126125822364
1.1308361847200594e-05,1.0,-23.517476572745124,-23.51747657238788
1e-08,1.0,-22.147658035531773,-22.147658035531773
1.1220666413038447e-05,1.0,-30.486664793834837,-30.486664892687994
1e-08,1.0,-34.915247128403955,-34.915247128403955
1e-08,1.0,-15.52240295199797,-15.52240295199797
1.1449154328976993e-05,1.0,-40.30290358068394,-40.302903580082855
1e-08,1.0,-5.336232640802875,-5.336232640802875
1e-08,1.0,-40.74802278895537,-40.74802278895537
1.1230387111806802e-05,1.0,-49.34690301937299,-49.34690311804042
1e-08,1.0,-14.279243420507518,-14.279243420507518
1e-08,1.0,-15.18836999843488,-15.18836999843488
1e-08,1.0,-37.069852929457724,-37.069852929457724
1.1454471399529501e-05,1.0,-37.43571328442612,-37.43571337913263
1e-08,1.0,-23.599473497395948,-23.599473497395948
2.4075074306728108e-05,1.0,-41.324948860168625,-41.324948818634084
1e-08,1.0,-9.383594063145702,-9.383594063145702
1e-08,1.0,-14.314063335436677,-14.314063335436677
1e-08,1.0,-42.13172065344708,-42.13172065344708
1e-08,1.0,-32.01163036066819,-32.01163036066819
1e-08,1.0,-41.453911137971005,-41.453911137971005
1.7577984320460265e-05,0.9999810163906514,-57.481129780017525,-57.57435713712064
1e-08,1.0,-13.657243431219245,-13.657243431219245
1e-08,1.0,-32.95553931663036,-32.95553931663036
2.2328914673440464e-05,1.0,-32.42097983287908,-32.42097982108354
1e-08,1.0,-43.168947935006464,-43.168947935006464
1e-08,1.0,-24.531535569566437,-24.531535569566437
1e-08,1.0,-27.40293284916336,-27.40293284916336
1e-08,1.0,-23.066650532138635,-23.066650532138635
1.1564922905814923e-05,1.0,-37.68563667653067,-37.68563668219057
1.199799396550933e-05,1.0,-20.715362033632683,-20.715362025507687
