est_e,est_s,log_likelihood,log_likelihood_null
2.2615769998726814e-05,1.0,-41.21272146268409,-41.21272145372748
1e-08,1.0,-17.267324864495496,-17.267324864495496
1.123970224296787e-05,1.0,-33.037367189900955,-33.037367288425834
1e-08,1.0,-39.0529659431968,-39.0529659431968
1.172523977345959e-05,1.0,-35.24006534719545,-35.240065352845384
1.1599566334291185e-05,1.0,-36.28288007257489,-36.28288007823019
1e-08,1.0,-9.94423727043781,-9.94423727043781
1.125023107911467e-05,1.0,-26.431689319273573,-26.43168931884054
2.3002079825784154e-05,1.0,-48.24112196691774,-48.24112196095827
1e-08,1.0,-21.929136821533284,-21.929136821533284
1e-08,1.0,-78.93725864343533,-78.93725864343533
1e-08,1.0,-50.04988710897395,-50.04988710897395
1.1595965344783633e-05,1.0,-78.1451139522289,-78.14511395794759
7.945269068632607e-05,1.0,-101.10163952512546,-101.10163952565267
1.19735858388869e-05,1.0,-67.16372403483419,-67.16372403268012
2.351868942008144e-05,1.0,-78.42171991979919,-78.42171992214308
2.3002474333786588e-05,1.0,-29.6457720927584,-29.645772086799827
1.1614982743633305e-05,1.0,-35.02912889705601,-35.02912890266571
1.1321005315434403e-05,1.0,-44.891332688994545,-44.89133278607049
1e-08,1.0,-39.77942939201652,-39.77942939201652
4.694702098459424e-05,1.0,-60.901896504062435,-60.90189652170488
2.3521889438236252e-05,1.0,-66.73396429811388,-66.733964300393
3.422268219645767e-05,1.0,-48.96067779083911,-48.96067779238771
1e-08,0.999956041185541,-38.86673661747963,-39.23895701900788
1.120325335265958e-05,1.0,-20.125331406542767,-20.125331406144245
1.1521296976144726e-05,1.0,-32.32861049597967,-32.32861050157414
4.568298337601495e-05,1.0,-82.31889674499496,-82.31889674494666
1e-08,1.0,-20.828660286200453,-20.828660286200453
1.175657313430559e-05,1.0,-64.07620214734878,-64.07620215303314
1.1414999149464727e-05,1.0,-44.75248791898429,-44.752488014365426
1e-08,1.0,-12.127744388550738,-12.127744388550738
1e-08,1.0,-25.158712918280738,-25.158712918280738
3.1806707328495234e-05,0.9999358602071694,-64.61475429699193,-71.56146245061515
1e-08,1.0,-86.79197721488597,-86.79197721488597
6.170635307626695e-05,0.9999665792166579,-90.01204159472717,-90.901818842385
1e-08,1.0,-9.211335414397631,-9.211335414397631
2.2897294790316e-05,1.0,-80.24567917557414,-80.2456791689247
