est_e,est_s,log_likelihood,log_likelihood_null
1e-08,1.0,-17.171378665137485,-17.171378665137485
1.4437455847541452e-05,1.0,-23.79407037773578,-23.794070372637698
1e-08,1.0,-39.91950372215835,-39.91950372215835
2.377667145556085e-05,1.0,-67.07207693414477,-67.07207693570736
1e-08,1.0,-28.080484486718415,-28.080484486718415
1e-08,1.0,-10.72892302811289,-10.72892302811289
1e-08,1.0,-42.10177674159121,-42.10177674159121
1e-08,1.0,-66.48444263204314,-66.48444263204314
1e-08,1.0,-25.38028038383167,-25.38028038383167
1e-08,1.0,-18.286805403785674,-18.286805403785674
1e-08,1.0,-23.662820403678133,-23.662820403678133
1e-08,1.0,-25.770337051169978,-25.770337051169978
2.3080694447438986e-05,1.0,-44.15394649989785,-44.15394649471488
1e-08,1.0,-36.989988378854164,-36.989988378854164
1.1261254222378281e-05,1.0,-24.742848245174315,-24.742848343317835
1e-08,1.0,-11.564376399241425,-11.564376399241425
1e-08,1.0,-17.924233033289767,-17.924233033289767
1.1202866425995805e-05,1.0,-21.500678652064256,-21.500678751235462
1e-08,1.0,-56.20657422939222,-56.20657422939222
1e-08,1.0,-6.034376479655802,-6.034376479655802
1.125251269073008e-05,1.0,-26.686453965405622,-26.686454063758067
1e-08,1.0,-26.731121142747682,-26.731121142747682
1e-08,1.0,-22.30303522221359,-22.30303522221359
1e-08,1.0,-16.367948993209634,-16.367948993209634
1.4430730487921421e-05,1.0,-47.70965501597895,-47.70965501096256
1e-08,1.0,-14.97110120680416,-14.97110120680416
1e-08,1.0,-35.941909126731794,-35.941909126731794
2.454267187375828e-05,1.0,-52.163095819012455,-52.163095816183095
1e-08,1.0,-32.1863724769953,-32.1863724769953
1e-08,1.0,-37.74097289768058,-37.74097289768058
1e-08,1.0,-19.883940173055482,-19.883940173055482
1.1287452308716535e-05,1.0,-20.483059771953958,-20.483059869625812
1e-08,1.0,-36.36297145286459,-36.36297145286459
1e-08,1.0,-36.81458554504194,-36.81458554504194
1e-08,0.9998765440180949,-52.61371551919061,-54.51368632443589
1e-08,1.0,-15.61134259988811,-15.61134259988811
1.1201422253733266e-05,1.0,-20.52896727354774,-20.528967372718014
1e-08,1.0,-26.77046494152818,-26.77046494152818
1e-08,1.0,-14.749685782038412,-14.749685782038412
1e-08,1.0,-62.922263028192226,-62.922263028192226
1.1451017639620898e-05,1.0,-47.634865475682,-47.63486557044088
1e-08,1.0,-53.41932783557252,-53.41932783557252
1e-08,1.0,-18.280470596541903,-18.280470596541903
1e-08,1.0,-51.60433494098802,-51.60433494098802
1.13110971835509e-05,1.0,-34.446468990102076,-34.446469087373295
1e-08,1.0,-17.485071359659276,-17.485071359659276
1e-08,1.0,-33.980293862377636,-33.980293862377636
1.1748559425592701e-05,1.0,-54.0053867676211,-54.00538677331502
1e-08,1.0,-31.335231985900773,-31.335231985900773
1.1250791249897833e-05,1.0,-28.222166357760425,-28.22216645608128
9.303194927312129e-06,1.0,-15.16219047616901,-15.15992171332102
1.1753251030743854e-05,1.0,-40.18781498732561,-40.18781499302701
1.157147976594064e-05,1.0,-40.16571196472733,-40.16571197037171
1e-08,1.0,-14.652303452080703,-14.652303452080703
1.1960266407378799e-05,1.0,-29.135132033725103,-29.135132031009494
1.1939673792839369e-05,1.0,-53.03767825398046,-53.037678178575625
1e-08,1.0,-24.079175303060588,-24.079175303060588
4.751403053708582e-05,0.9998713154886107,-109.91902224698177,-115.99798856903101
1e-08,1.0,-39.24361141295269,-39.24361141295269
1.3955348575395303e-05,1.0,-69.48901313137607,-69.48901313401956
1e-08,1.0,-6.188426596801083,-6.188426596801083
1e-08,1.0,-15.772576304765636,-15.772576304765636
1e-08,1.0,-10.731134143741539,-10.731134143741539
1e-08,1.0,-6.120244250935778,-6.120244250935778
2.4845069598769165e-05,1.0,-68.80983569238379,-68.80983569395819
