est_e,est_s,log_likelihood,log_likelihood_null
1.6695129659411854e-05,1.0,-26.5051011189153,-26.50510111866081
1e-08,1.0,-11.360716445094742,-11.360716445094742
1e-08,1.0,-8.738942455915891,-8.738942455915891
1e-08,1.0,-36.86779067915038,-36.86779067915038
1e-08,1.0,-10.509618493833619,-10.509618493833619
1e-08,1.0,-10.587229376590539,-10.587229376590539
1e-08,1.0,-26.070459349965805,-26.070459349965805
1e-08,1.0,-38.713510834147364,-38.713510834147364
1.1339224495156549e-05,1.0,-52.74120501509445,-52.7412051118802
1e-08,1.0,-10.34811241977956,-10.34811241977956
1.1342166370101019e-05,1.0,-22.670438483274786,-22.670438579976597
1.1439187531025253e-05,1.0,-24.163053883840217,-24.163053978784895
1e-08,1.0,-5.055874487977532,-5.055874487977532
1e-08,1.0,-10.53840622851141,-10.53840622851141
1.158458165698497e-05,1.0,-34.053672175606074,-34.053672175367815
1e-08,1.0,-8.674167908758868,-8.674167908758868
1e-08,0.9998334334779648,-45.018654958828606,-50.30297030412382
1e-08,0.9998231462939295,-36.2212586949641,-42.70996395940205
1e-08,1.0,-8.674164578758987,-8.674164578758987
1.3033209346142213e-05,0.9999651238692702,-27.846473971125565,-28.532519464789218
1e-08,1.0,-14.690104187642493,-14.690104187642493
1.1198031318569801e-05,1.0,-17.063760810371523,-17.063760909633128
1e-08,1.0,-4.664859094929265,-4.664859094929265
1.5560239008787635e-05,1.0,-41.417864321191644,-41.41786433623569
1e-08,1.0,-21.143953906964867,-21.143953906964867
1.1198198918505193e-05,1.0,-17.505679257669684,-17.505679356917994
1e-08,1.0,-10.382884761077262,-10.382884761077262
1e-08,1.0,-22.115176354181028,-22.115176354181028
1.475336711598424e-05,1.0,-38.385384721854344,-38.38538476640897
1.2311135655379609e-05,1.0,-25.9281883403104,-25.928188280917205
1.1300438826425606e-05,1.0,-24.11124404642542,-24.111244143883276
1e-08,1.0,-41.42830097958186,-41.42830097958186
1e-08,1.0,-13.48201958575242,-13.48201958575242
1.1857808533085263e-05,1.0,-29.12826898075096,-29.128268978132
1e-08,1.0,-22.615670851631457,-22.615670851631457
1e-08,1.0,-56.205834158544334,-56.205834158544334
1.1637266197261664e-05,1.0,-21.692337302705077,-21.692337308361218
1e-08,1.0,-25.91111417297248,-25.91111417297248
1e-08,1.0,-5.106793329184383,-5.106793329184383
1e-08,1.0,-25.25335843822989,-25.25335843822989
1e-08,1.0,-13.597535477647916,-13.597535477647916
1e-08,1.0,-11.271407609439043,-11.271407609439043
1e-08,1.0,-22.995725604754814,-22.995725604754814
1e-08,1.0,-19.17431930678762,-19.17431930678762
1e-08,1.0,-12.113676978021816,-12.113676978021816
1e-08,1.0,-3.8231256148326405,-3.8231256148326405
1e-08,1.0,-41.122856601183685,-41.122856601183685
1.4436795880213664e-05,1.0,-40.97548216954016,-40.97548222799656
1e-08,1.0,-5.106793299184384,-5.106793299184384
1e-08,1.0,-28.3879136607995,-28.3879136607995
1e-08,1.0,-5.120171999339429,-5.120171999339429
1e-08,1.0,-13.65210090097509,-13.65210090097509
4.52407617854966e-05,1.0,-155.67803432717852,-155.67803435145288
1e-08,1.0,-14.46106203016159,-14.46106203016159
1e-08,1.0,-4.664859094929265,-4.664859094929265
1e-08,1.0,-4.648450634841069,-4.648450634841069
1e-08,1.0,-27.515000340158547,-27.515000340158547
1e-08,1.0,-13.565822592149155,-13.565822592149155
1e-08,1.0,-11.285924294332276,-11.285924294332276
1e-08,1.0,-27.95642076542457,-27.95642076542457
1e-08,1.0,-12.805348553421142,-12.805348553421142
1e-08,1.0,-8.437440244714063,-8.437440244714063
1e-08,1.0,-9.478308253249914,-9.478308253249914
1e-08,1.0,-8.627732262833339,-8.627732262833339
1.1214859129295976e-05,1.0,-29.13686836113766,-29.13686846009778
1.1543070505742122e-05,1.0,-29.229970214127476,-29.229970219725416
1e-08,1.0,-11.819922507250421,-11.819922507250421
1.4168177808951987e-05,1.0,-38.37003982041577,-38.37003988612017
1e-08,1.0,-9.520260759076274,-9.520260759076274
1e-08,1.0,-11.358140213150076,-11.358140213150076
1e-08,1.0,-26.840749114589954,-26.840749114589954
1.2032169470611179e-05,1.0,-89.55911789658128,-89.55911782394986
1e-08,1.0,-4.6591843605112935,-4.6591843605112935
1e-08,1.0,-4.664859094929265,-4.664859094929265
1e-08,1.0,-41.25813391987365,-41.25813391987365
1e-08,1.0,-10.975735663530932,-10.975735663530932
1e-08,1.0,-9.520260759076274,-9.520260759076274
1e-08,1.0,-4.664859094929265,-4.664859094929265
1.1721251069023707e-05,1.0,-29.359168142466057,-29.359168148212085
1e-08,1.0,-55.328781547587,-55.328781547587
1e-08,1.0,-14.420274180525107,-14.420274180525107
1e-08,1.0,-3.3511589339242045,-3.3511589339242045
1.1227938326827187e-05,1.0,-22.13256237976092,-22.13256247849167
1e-08,1.0,-16.270564880291772,-16.270564880291772
1.119802620931794e-05,1.0,-17.063760810381158,-17.063760909640195
2.277078535128793e-05,1.0,-45.695627860302736,-45.695627852290045
1.124635012300832e-05,1.0,-17.043047185327517,-17.043047283727883
1.1862845119124824e-05,1.0,-16.94239201753438,-16.94239202318044
1e-08,1.0,-40.252702447678004,-40.252702447678004
1e-08,1.0,-4.543882581288359,-4.543882581288359
1e-08,1.0,-25.26647829959082,-25.26647829959082
1e-08,1.0,-3.2823514452454994,-3.2823514452454994
1e-08,1.0,-6.17701141529527,-6.17701141529527
1e-08,1.0,-36.68451843056621,-36.68451843056621
1e-08,1.0,-34.00652350319174,-34.00652350319174
1e-08,1.0,-5.120088491265787,-5.120088491265787
1e-08,1.0,-64.67791309645992,-64.67791309645992
1e-08,1.0,-23.1366680756451,-23.1366680756451
1e-08,1.0,-18.347672703527017,-18.347672703527017
1e-08,1.0,-33.01229914854323,-33.01229914854323
1e-08,1.0,-8.96242700454137,-8.96242700454137
1e-08,1.0,-10.353295166874359,-10.353295166874359
1.1234070711864554e-05,1.0,-22.701027562221327,-22.701027660847895
1e-08,1.0,-12.68188095618977,-12.68188095618977
1e-08,1.0,-13.65210090097509,-13.65210090097509
1.1953817438685553e-05,1.0,-25.696087403580673,-25.696087322854133
1e-08,1.0,-14.75246732847324,-14.75246732847324
1e-08,1.0,-25.362923574994813,-25.362923574994813
1e-08,1.0,-5.120171999339429,-5.120171999339429
1e-08,1.0,-8.366463329594641,-8.366463329594641
3.4522413642858924e-05,0.9999624529081838,-81.09982212163072,-81.8311336498373
1e-08,1.0,-16.050605059896267,-16.050605059896267
1e-08,1.0,-35.447514461774794,-35.447514461774794
1e-08,1.0,-15.195063857701747,-15.195063857701747
1e-08,1.0,-17.68133564211647,-17.68133564211647
1e-08,1.0,-42.178982348372664,-42.178982348372664
1e-08,1.0,-10.618258122726532,-10.618258122726532
1e-08,1.0,-4.664859094929265,-4.664859094929265
2.2365661729231303e-05,1.0,-31.19577058784448,-31.19577057630859
1.1198033149200616e-05,1.0,-17.0637608103786,-17.063760909635562
1e-08,1.0,-24.875457575698455,-24.875457575698455
1e-08,1.0,-41.269481547903766,-41.269481547903766
1e-08,1.0,-15.183595714531561,-15.183595714531561
1.1323002724382621e-05,1.0,-58.36700392576229,-58.36700402283167
1e-08,1.0,-16.50541417655153,-16.50541417655153
1e-08,1.0,-4.6441187890507365,-4.6441187890507365
1e-08,1.0,-13.419757218795741,-13.419757218795741
1e-08,1.0,-16.224592513473098,-16.224592513473098
1e-08,1.0,-12.582788740931646,-12.582788740931646
1e-08,1.0,-7.339375315046731,-7.339375315046731
1e-08,1.0,-17.074355869991834,-17.074355869991834
1e-08,1.0,-7.4612066417765215,-7.4612066417765215
1e-08,1.0,-4.620948258905848,-4.620948258905848
1e-08,1.0,-13.645748723580999,-13.645748723580999
1e-08,1.0,-39.36144191995975,-39.36144191995975
1.1194285893760778e-05,1.0,-18.254524825588664,-18.254524825157183
1.1987299021656202e-05,1.0,-31.49266317685024,-31.49266309583471
1e-08,1.0,-31.885559928162728,-31.885559928162728
1e-08,0.9999532152299946,-30.498751785213067,-42.493569070637854
1.1834656424631069e-05,1.0,-25.633543504001928,-25.63354350959292
1e-08,1.0,-9.96975922530727,-9.96975922530727
1.1563860550527192e-05,1.0,-29.823882431285316,-29.823882436845572
1e-08,1.0,-7.086376143877587,-7.086376143877587
1e-08,1.0,-11.814245736154675,-11.814245736154675
1e-08,1.0,-26.336031272121737,-26.336031272121737
1e-08,1.0,-14.514670058636051,-14.514670058636051
1e-08,1.0,-9.665200141937092,-9.665200141937092
1e-08,1.0,-4.971601374912696,-4.971601374912696
1e-08,1.0,-26.487397320086636,-26.487397320086636
2.2650850780623345e-05,1.0,-40.29559647847228,-40.29559646979101
1e-08,1.0,-15.981544488043795,-15.981544488043795
1.1218114918334717e-05,1.0,-22.588569779897625,-22.588569878787037
1e-08,1.0,-17.438647362844232,-17.438647362844232
1e-08,1.0,-4.658850659090297,-4.658850659090297
2.270615486225155e-05,1.0,-46.5112278921035,-46.51122788347898
1e-08,1.0,-4.934810321346784,-4.934810321346784
1.4210256020972024e-05,1.0,-38.75077228746916,-38.750772352384246
1e-08,1.0,-4.664859094929265,-4.664859094929265
1e-08,1.0,-4.65453567075481,-4.65453567075481
5.012235377781997e-05,1.0,-84.06677850731307,-84.06677851024189
1e-08,1.0,-23.591336085378927,-23.591336085378927
1e-08,1.0,-4.468696921631139,-4.468696921631139
1e-08,1.0,-58.75511099840564,-58.75511099840564
1e-08,1.0,-25.801966781986543,-25.801966781986543
1e-08,1.0,-51.760081158532614,-51.760081158532614
1e-08,1.0,-26.06860219987414,-26.06860219987414
1e-08,1.0,-13.36597899426415,-13.36597899426415
1.2295101178635528e-05,1.0,-36.736181993245935,-36.736181915816516
1e-08,1.0,-31.020844652872366,-31.020844652872366
1.411036245542565e-05,1.0,-32.089420148684624,-32.08942014868573
2.7168674692733585e-05,1.0,-44.07223673031356,-44.072236730353815
1e-08,1.0,-13.617953053496514,-13.617953053496514
2.3287125494522562e-05,1.0,-36.426492324841306,-36.42649232079799
1e-08,1.0,-12.02927398824563,-12.02927398824563
1e-08,1.0,-5.112879876762416,-5.112879876762416
2.7725162252318673e-05,1.0,-37.56569282851566,-37.56569282987038
1e-08,1.0,-6.1445575447246235,-6.1445575447246235
1e-08,1.0,-41.1565359105134,-41.1565359105134
1.1198401592440978e-05,1.0,-17.06372721646217,-17.063727315717312
1.1351462037494305e-05,1.0,-29.8708624343453,-29.870862530887486
1e-08,1.0,-4.6632482688728505,-4.6632482688728505
1e-08,1.0,-22.346973709460364,-22.346973709460364
1e-08,1.0,-17.974334847753784,-17.974334847753784
1.1205885140029752e-05,1.0,-45.75335501689673,-45.75335511601078
1e-08,1.0,-16.757317554804196,-16.757317554804196
1e-08,1.0,-9.853420557661984,-9.853420557661984
1e-08,1.0,-20.319033505635332,-20.319033505635332
1e-08,1.0,-4.6484507248410685,-4.6484507248410685
1.1200137098986882e-05,1.0,-19.382758324810492,-19.38275842399429
1e-08,1.0,-7.794222070293413,-7.794222070293413
1e-08,1.0,-36.26903071776547,-36.26903071776547
3.496774346539199e-05,1.0,-52.18374970957587,-52.1837497108095
1e-08,1.0,-11.653806401645893,-11.653806401645893
1.1193274060069246e-05,1.0,-17.505679357317852,-17.50567935690589
1e-08,1.0,-4.648450664841071,-4.648450664841071
1.2393394996556025e-05,1.0,-25.158261777045485,-25.158261702597635
