est_e,est_s,log_likelihood,log_likelihood_null
1e-08,1.0,-68.99257852213313,-68.99257852213313
1e-08,1.0,-36.047356383247156,-36.047356383247156
1e-08,1.0,-51.39889895544027,-51.39889895544027
1e-08,1.0,-13.109925297566173,-13.109925297566173
1e-08,1.0,-46.39277081242305,-46.39277081242305
1.4916141819610925e-05,1.0,-58.98651389739418,-58.98651393120886
1e-08,1.0,-56.895050739399935,-56.895050739399935
1e-08,1.0,-37.71759148122546,-37.71759148122546
1e-08,1.0,-25.577839028483016,-25.577839028483016
1e-08,1.0,-60.82200453284553,-60.82200453284553
1.7250622531997844e-05,1.0,-50.34450033406875,-50.344500334208234
1e-08,1.0,-22.47988976555684,-22.47988976555684
1.002315138813631e-05,1.0,-94.91920745867777,-94.91920744068736
1.4114082001303174e-05,1.0,-77.5593489267767,-77.55934899765849
1.1481083228007682e-05,1.0,-39.47981046221457,-39.47981051365872
1e-08,1.0,-33.99732514035869,-33.99732514035869
1e-08,1.0,-48.24082625638921,-48.24082625638921
1e-08,1.0,-55.88495339299925,-55.88495339299925
1e-08,1.0,-30.316731692638083,-30.316731692638083
1e-08,1.0,-21.63548103277334,-21.63548103277334
1.1889058514086352e-05,1.0,-54.3345315403272,-54.33453153801558
1e-08,1.0,-31.97047993294624,-31.97047993294624
1e-08,1.0,-49.823665763955255,-49.823665763955255
1e-08,1.0,-66.45853093915123,-66.45853093915123
1e-08,1.0,-23.523710926876824,-23.523710926876824
1.1630783510377895e-05,1.0,-58.79922252491477,-58.79922253057198
1e-08,1.0,-57.55800001112089,-57.55800001112089
1e-08,1.0,-55.94430239075857,-55.94430239075857
1e-08,1.0,-35.65725693158312,-35.65725693158312
1e-08,1.0,-46.03139990832221,-46.03139990832221
1e-08,1.0,-43.31031828311273,-43.31031828311273
1e-08,1.0,-40.03903220872632,-40.03903220872632
2.317927456278493e-05,1.0,-54.21429191953468,-54.21429191484905
1e-08,1.0,-86.71507946072744,-86.71507946072744
1e-08,1.0,-57.936218654786444,-57.936218654786444
1e-08,1.0,-32.30447524589683,-32.30447524589683
1e-08,1.0,-21.711975704880818,-21.711975704880818
