est_e,est_s,log_likelihood,log_likelihood_null
1e-08,0.9998873883401435,-24.85167219526128,-27.580564589341755
1.1623793825230991e-05,1.0,-56.22460466286436,-56.224604668543435
1e-08,1.0,-42.715320160435795,-42.715320160435795
1e-08,1.0,-10.819746567170226,-10.819746567170226
1.2377098300696481e-05,1.0,-44.22909302226941,-44.22909296875333
1e-08,1.0,-22.308540229092063,-22.308540229092063
1e-08,1.0,-18.73235712961468,-18.73235712961468
1e-08,1.0,-5.259487553256322,-5.259487553256322
1.2509728826744014e-05,1.0,-43.55552384417154,-43.55552377241856
1e-08,1.0,-54.5665756001071,-54.5665756001071
1e-08,1.0,-26.62202320829305,-26.62202320829305
2.5282568384080104e-05,1.0,-86.18719821593294,-86.187198229356
1e-08,1.0,-3.755854295629554,-3.755854295629554
1e-08,1.0,-64.54638563726868,-64.54638563726868
1e-08,1.0,-72.54351025892326,-72.54351025892326
1e-08,1.0,-25.88000525172649,-25.88000525172649
1e-08,1.0,-25.070448305741174,-25.070448305741174
2.384409592885954e-05,1.0,-89.76922586633532,-89.7692258677233
1e-08,1.0,-72.54351025892326,-72.54351025892326
1e-08,1.0,-34.294553733252506,-34.294553733252506
1e-08,1.0,-68.94251449896308,-68.94251449896308
1e-08,1.0,-13.611656098680827,-13.611656098680827
1e-08,1.0,-37.69181686818196,-37.69181686818196
1.0197058207942563e-05,0.9998539685486,-40.574499472392134,-43.75984918867212
1e-08,1.0,-24.342804185370014,-24.342804185370014
1e-08,1.0,-3.341784583416998,-3.341784583416998
1e-08,1.0,-29.263897091846708,-29.263897091846708
1e-08,1.0,-85.8776825407882,-85.8776825407882
6.738600816305128e-05,1.0,-129.14410922396405,-129.14410922398287
1e-08,1.0,-52.9429637640165,-52.9429637640165
1e-08,1.0,-28.682238798089134,-28.682238798089134
1e-08,1.0,-48.382641581954424,-48.382641581954424
1.1196802552558641e-05,1.0,-80.40305186817407,-80.40305196752739
1.1295122068003896e-05,1.0,-26.10418168775977,-26.104181785288922
1e-08,1.0,-60.39474956381812,-60.39474956381812
2.418756532147427e-05,1.0,-102.64836015512886,-102.64836011169747
1e-08,1.0,-50.6174850055406,-50.6174850055406
1e-08,1.0,-3.3752244760445986,-3.3752244760445986
1e-08,1.0,-30.36847646726028,-30.36847646726028
3.3673903349981374e-05,1.0,-75.97067241082493,-75.97067241238351
1e-08,1.0,-33.5789179391408,-33.5789179391408
1e-08,1.0,-32.70808710010674,-32.70808710010674
1e-08,1.0,-38.14070831652223,-38.14070831652223
1e-08,1.0,-56.9954089166232,-56.9954089166232
1e-08,0.99986021683605,-20.132401880476802,-23.76385209793124
1e-08,1.0,-48.276164955510815,-48.276164955510815
1e-08,1.0,-50.77112065729359,-50.77112065729359
2.261650910374106e-05,1.0,-27.140871496880102,-27.140871487926386
1e-08,1.0,-47.59092562973095,-47.59092562973095
1e-08,1.0,-40.085528416114194,-40.085528416114194
1e-08,1.0,-25.733295121479994,-25.733295121479994
1.1564813038029818e-05,1.0,-41.11136148999763,-41.111361495589
1e-08,1.0,-37.355026798571075,-37.355026798571075
2.245472383695909e-05,1.0,-53.08715748093316,-53.087157470372645
1e-08,1.0,-51.49668415529809,-51.49668415529809
1.1441915410070805e-05,1.0,-26.675490421475665,-26.675490516403723
1e-08,1.0,-20.777798950884648,-20.777798950884648
1.1198372669607347e-05,1.0,-15.776892808206235,-15.776892907462312
1e-08,1.0,-15.769870554826754,-15.769870554826754
1e-08,1.0,-51.26586209765982,-51.26586209765982
1.7261339416037566e-05,1.0,-95.9487115012759,-95.94871150090752
1.1234642269389785e-05,1.0,-26.11355662761425,-26.113556726218523
1e-08,1.0,-27.028135867502417,-27.028135867502417
1e-08,1.0,-34.910291507383775,-34.910291507383775
1e-08,1.0,-62.92487508014632,-62.92487508014632
1e-08,1.0,-20.31152359620666,-20.31152359620666
1e-08,1.0,-31.905239851795752,-31.905239851795752
1e-08,1.0,-55.91259715517943,-55.91259715517943
1e-08,1.0,-15.799925634534482,-15.799925634534482
2.2823859058789123e-05,1.0,-30.585823277969464,-30.58582327069975
1e-08,1.0,-66.58474899129169,-66.58474899129169
1e-08,1.0,-35.93181309733057,-35.93181309733057
1e-08,1.0,-19.545622592808673,-19.545622592808673
1e-08,1.0,-80.31510703952756,-80.31510703952756
1e-08,1.0,-3.755854295629554,-3.755854295629554
2.282859541722824e-05,1.0,-26.74349299260595,-26.7434929852889
1.2000607109146788e-05,1.0,-79.99298351204479,-79.99298343349506
1e-08,1.0,-50.67492757511122,-50.67492757511122
1e-08,1.0,-45.253465954161264,-45.253465954161264
1e-08,1.0,-37.739226647314695,-37.739226647314695
1e-08,1.0,-5.2853536272859865,-5.2853536272859865
1e-08,1.0,-44.91493778881875,-44.91493778881875
1e-08,1.0,-31.704737646126624,-31.704737646126624
1.185187550527453e-05,1.0,-59.70033022308496,-59.700330228738366
1e-08,1.0,-38.910260230351184,-38.910260230351184
1e-08,1.0,-27.75775122350456,-27.75775122350456
4.6753160466570144e-05,1.0,-151.75583591141609,-151.75583592948323
1e-08,1.0,-50.488905173563275,-50.488905173563275
2.4239489333074196e-05,1.0,-78.70254010538936,-78.70254006195518
1e-08,1.0,-48.80513853633959,-48.80513853633959
1.1325390742734365e-05,1.0,-41.24850224362397,-41.24850234067279
1e-08,1.0,-8.866117773591073,-8.866117773591073
1e-08,1.0,-55.57154622094681,-55.57154622094681
1e-08,1.0,-70.38272451782056,-70.38272451782056
1e-08,1.0,-57.25787897189791,-57.25787897189791
1e-08,1.0,-34.30328207430317,-34.30328207430317
1e-08,1.0,-77.00853576507994,-77.00853576507994
1.119799143319875e-05,1.0,-15.77692640199068,-15.776926501248894
1e-08,1.0,-3.378021133922169,-3.378021133922169
1e-08,1.0,-3.7558542356295552,-3.7558542356295552
2.3485770097766e-05,1.0,-76.07142737506081,-76.07142737740543
1e-08,1.0,-37.25364985801938,-37.25364985801938
1e-08,1.0,-63.057436289340956,-63.057436289340956
1e-08,1.0,-38.03089262209761,-38.03089262209761
1e-08,1.0,-45.142933583583854,-45.142933583583854
1e-08,1.0,-33.5789179391408,-33.5789179391408
1e-08,1.0,-7.94842636173345,-7.94842636173345
1e-08,1.0,-30.825613394053327,-30.825613394053327
1e-08,1.0,-5.326880881874942,-5.326880881874942
1e-08,1.0,-41.123636731915454,-41.123636731915454
1e-08,1.0,-11.872455939740796,-11.872455939740796
1.1482240784565639e-05,1.0,-59.248521469575465,-59.248521475207106
1e-08,1.0,-47.07210137236095,-47.07210137236095
1e-08,1.0,-63.39187953737031,-63.39187953737031
1e-08,1.0,-71.41857931067072,-71.41857931067072
2.245472383695909e-05,1.0,-53.08715748093316,-53.087157470372645
1e-08,1.0,-3.755854295629554,-3.755854295629554
1e-08,1.0,-33.57800109169319,-33.57800109169319
1e-08,1.0,-56.33721496046682,-56.33721496046682
1e-08,1.0,-34.37459800009279,-34.37459800009279
1e-08,1.0,-32.9243335995224,-32.9243335995224
1e-08,1.0,-46.18700958157408,-46.18700958157408
1e-08,1.0,-7.237489295552998,-7.237489295552998
1e-08,1.0,-3.378021133922169,-3.378021133922169
1e-08,1.0,-55.05181735354173,-55.05181735354173
1e-08,1.0,-83.9942035784507,-83.9942035784507
1e-08,1.0,-62.003502963542225,-62.003502963542225
1e-08,1.0,-51.04295450823828,-51.04295450823828
1e-08,1.0,-72.54351025892326,-72.54351025892326
1e-08,1.0,-59.544467641040434,-59.544467641040434
1e-08,1.0,-46.72856534249104,-46.72856534249104
1e-08,1.0,-66.42831443789397,-66.42831443789397
1e-08,1.0,-49.790581443724385,-49.790581443724385
1e-08,1.0,-60.86888570813004,-60.86888570813004
1e-08,1.0,-83.81775719687691,-83.81775719687691
