est_e,est_s,log_likelihood,log_likelihood_null,mmpp
3.4641964705915706e-05,0.999956023509177,-60.7934845589764,-102.24166261782362,0.9195197359363472
5.0712848000672535e-05,0.9999197443811083,-110.75335044373703,-163.92149285303438,0.91470980091985
2.3058275451901213e-05,0.9999392540991731,-60.90784297515708,-122.44092809318269,0.9106290498302876
6.663868265505443e-05,0.999955609628347,-92.60450961946097,-146.6247884503179,0.9662142564980211
2.4421074823424172e-05,0.9999472985144772,-61.712570547026914,-171.88803692637126,0.9310622599185422
5.6051552702381986e-05,0.9999565333562808,-82.72404424778792,-97.83429786635791,0.9377458839069213
3.433264150782728e-05,0.9999628309590951,-79.62770828405532,-108.67539167011596,0.973569688802983
2.4734906967234924e-05,1.0,-59.01955842108442,-59.01955842087858,0.9999999998971334
5.7208532753672326e-05,0.9999603122918584,-92.38268107983295,-96.02094297951668,0.9392702880222394
6.800783485996862e-05,0.9999587621541949,-93.93942394552215,-122.53060172651114,0.9537880386113382
4.776680146008465e-05,0.999906966797254,-85.95496485584034,-134.74841142836289,0.7741066456521092
3.490170184582387e-05,0.9999080696872226,-77.93803116416763,-93.97755948050822,0.9003750877389427
3.4720092535998564e-05,0.9998759523143587,-76.22271730659351,-145.93162574099696,0.8760373247127425
6.989556066186423e-05,0.99992402731111,-112.08386906053262,-121.77941539834121,0.9490278321924727
6.782839709716707e-05,1.0,-82.63847002286205,-82.63847002299663,0.9999999999999877
5.003955344969803e-05,1.0,-66.27085223379409,-66.27085223813128,0.9981818298590017
2.25305525572358e-05,0.9999603381655993,-50.34128540908638,-73.3305012651443,0.9764076104671405
9.316525701024703e-05,1.0,-119.0103253982771,-119.01032539871309,0.9999999999988862
4.898996335552322e-05,0.9998985259468934,-81.22591618479608,-150.06427453704578,0.894040442455422
4.6023502582071835e-05,0.9999205858772794,-114.20443030757005,-211.2527695559004,0.9242512236180132
7.910816458734498e-05,0.9999042025443853,-108.36762323503648,-150.76083339070888,0.7403263070680252
3.6409337136941204e-05,0.9998860853702698,-72.58216383378665,-85.45254586460933,0.654288078378867
1.1225253894606545e-05,0.9999019796865646,-32.354054067474095,-131.47131158521728,0.783755270562785
4.48657243385291e-05,0.9999186488792057,-70.74102786142493,-141.9652213919463,0.9070519017464278
1e-08,0.9999143949888518,-42.29732042568188,-105.82870586593224,0.9031134734095725
5.7334508594468885e-05,0.9999618230995678,-108.01672816840862,-163.02297186095524,0.9910400944054705
3.553401734580376e-05,0.9999561962947555,-83.79643560791922,-122.9755856271065,0.96335986852716
4.5351357091813204e-05,0.9999534958288915,-66.54562779708333,-70.30054700087273,0.7554234902605689
7.855558757807582e-05,1.0,-88.6689719464994,-88.66897195949582,1.0
6.649096086226094e-05,0.7529418094470913,-112.14266834048885,-134.18272262938888,0.05645454231154369
0.00010202169004633911,1.0,-116.00913499443371,-116.00913499631886,0.9999880668121741
0.00015317885852188432,0.9999133657736952,-184.94922821021,-188.72752021373293,0.9265712232184754
4.595060042536767e-05,0.9999077970922269,-107.06225821559883,-111.14629228432113,0.9356712748371864
4.527278873845039e-05,1.0,-49.436424268609585,-49.436424292720666,0.9999999999915802
4.758366026425387e-05,0.9999572670952941,-87.96269107225288,-96.40345856737984,0.9192515790133556
9.258950553619966e-05,0.9998474968279483,-113.51115004613538,-143.7473519730451,0.6435631500251061
2.2742428479402763e-05,0.9999216819654443,-56.76326151323023,-100.52554625137824,0.9425178591864747
4.649194068063562e-05,0.9999620218288662,-81.15772187051222,-176.45348808364042,0.9796898656869943
3.435942967141486e-05,1.0,-83.33966705116676,-83.33966705274038,1.0
6.75167989251757e-05,1.0,-76.92701984133924,-76.9270198413692,0.9999999999994438
2.4676825065493122e-05,0.9999100953141838,-66.81961166519669,-70.1438949672963,0.8044085799272126
1.9366822325809047e-05,0.9998662031144302,-79.74103352061132,-125.47292024172775,0.8362479209978039
1.221710322768732e-05,0.9998230305758142,-54.96891993550097,-71.0086241830168,0.6958290190236146
6.978627609978819e-05,0.9999125991985465,-111.1807148711185,-141.46283076312196,0.8054675977543198
2.5547662770355353e-05,0.9998937156924647,-70.37996561479892,-134.0063766075351,0.9047600892865151
4.606414556228429e-05,1.0,-66.44889838608714,-66.4488984080424,1.0
5.809662902574132e-05,0.99996274291897,-97.97166779074942,-101.4394298806476,0.9592032841714813
3.65047667852452e-05,1.0,-68.32898374321283,-68.32898377145415,0.9984252198512923
1.1283297277414616e-05,1.0,-26.725228874702484,-26.72522897240338,1.0
3.365591369113385e-05,1.0,-41.69864620390416,-41.69864620549017,0.9996093825040585
4.5908499138038926e-05,0.9999067320729093,-67.53943390536334,-72.0762454501191,0.8595808198820427
2.3902132231497425e-05,1.0,-63.29199013641882,-63.29199013773369,0.9994985429585888
4.557765377793594e-05,0.9999203069535616,-91.69224274837313,-100.48249248627154,0.897454728650285
5.864294979154023e-05,0.9999158801761169,-103.3579289401588,-113.73831366300962,0.8514718305014835
5.568632961569974e-05,0.9999486833583757,-69.33526235198921,-80.12027560870166,0.6069336723459723
1.1649184739912686e-05,0.9999114827516675,-60.38534570857555,-115.81979118500095,0.8115475735154702
5.7155552093394945e-05,0.9999019462002913,-93.17514891332343,-139.61047068458217,0.7443685292490846
4.529544331559506e-05,0.999922102891069,-74.64182049684334,-89.78839387879358,0.9311529793768536
2.514725640541519e-05,0.9999076290657181,-104.08964897515989,-201.2039708628018,0.918595986157723
5.642220633482209e-05,0.9999598178717154,-109.3224857971663,-191.1476418344834,0.9882754016941956
3.7678411981553175e-05,0.9999092593023626,-79.11070381704917,-115.46515810454497,0.9345564122784009
3.379116271291489e-05,0.9999162249860782,-99.26684108772035,-111.69942714525986,0.9405047258474694
6.732034008427517e-05,0.9999225204493982,-81.46231814694183,-115.49965499065502,0.9634983549837893
1.1718663665790044e-05,0.9999005662985505,-59.65039413651439,-104.72178446839396,0.8218925737260954
9.127828575495726e-05,1.0,-105.31440495852043,-105.31440495872384,1.0
6.004359981738186e-05,0.999919123183479,-98.0552987552158,-145.29344482031755,0.8262080230829824
2.244322571049217e-05,0.9998859483331831,-39.43328709256943,-53.63066979237233,0.5701809787725619
5.453626222930251e-05,0.9999122208846547,-80.98403540965487,-207.9382978701178,0.9678054487915112
6.763791600487947e-05,0.9998787174795151,-92.68021931962744,-172.35114890482362,0.7387298408978639
8.976378216255704e-05,0.9999301744088516,-97.06022543489401,-111.7764382544305,0.8442235691381815
3.426133667463963e-05,0.9999197751143042,-105.55222046832692,-196.22321251848646,0.9477889845018304
4.8296858407149554e-05,0.9999597707628448,-102.2360451739294,-120.47358417245896,0.9647480679478077
5.701279280043219e-05,0.9998599392430173,-101.53373365060284,-166.9513315550872,0.8603493503539446
4.528012796639701e-05,0.9999155845949927,-104.34683815176881,-119.2280444882339,0.9217407000772558
9.919632405186559e-05,0.9999314624491368,-127.76761019542346,-148.21872225360903,0.8585209216082209
2.3434609025830153e-05,0.9999012542832754,-45.73775615960194,-115.87917819487606,0.8672390655481935
0.00012369400487459477,0.9999507863449887,-139.79333845567052,-146.79920701573698,0.7176194424645064
9.03556379936264e-05,0.9999181590792033,-119.79896810269463,-181.31866455893527,0.9219429657140813
4.697160607389059e-05,0.99995661475756,-88.41568761502032,-90.18015380884202,0.8986770564535206
3.325934627045796e-05,0.9998867132461893,-59.12243205427641,-122.53114808617609,0.8916330247599427
8.078041799754159e-05,0.9999138710364248,-124.8433617773811,-157.77221195548896,0.8772304500385019
7.028477830696629e-05,0.9999085868139785,-89.61179065450196,-128.21572879806425,0.8335691064980127
3.456213591089284e-05,1.0,-79.67000725019466,-79.6700072517106,1.0
3.3790044593349074e-05,0.999895519328596,-64.64650647949509,-150.90185815582055,0.9163019319314282
8.166088102919655e-05,0.9999106436128126,-122.13474403116875,-152.99405335816166,0.7789363027346291
3.463214265826085e-05,0.9999531108910326,-86.12173378216087,-156.67764984723712,0.7998517719670105
4.5772898327968485e-05,0.9999157197920037,-92.65185026970937,-142.46642873396834,0.926987480430987
6.796663307911395e-05,0.9999145212231525,-89.47037867425,-228.99230703270044,0.9662967700166888
1.454739614498732e-05,0.9999663755793787,-37.5450764602524,-37.98868797052498,0.8719765006298872
3.736981102104804e-05,0.999863380021697,-99.82821318387143,-156.55881997127653,0.8940000046600669
9.194247387119934e-05,0.9998903911442335,-121.7301580310773,-238.67775158781674,0.8627997651149076
4.878909796328824e-05,0.9997831781343288,-83.14791323165953,-173.3234989263898,0.6104908812693086
4.700930082895705e-05,1.0,-73.49429271523223,-73.49429271514877,0.9999972203603068
3.791424795591636e-05,0.9998833306509217,-62.00313557043826,-73.58858864509504,0.6610521429959768
3.4584084213078886e-05,0.9999632603449388,-73.14890872998525,-74.87084899246972,0.9597693898465207
2.4258787353491877e-05,0.9999591327508566,-67.98738493414997,-160.32959197934804,0.9871606555817387
2.2933968185350013e-05,0.9999626513231925,-86.57652894485713,-182.10061349148512,0.9897743645328275
3.515439897771359e-05,0.9999030596295059,-63.72724671450477,-88.21491093040184,0.8408741126708212
0.00010369947025074028,0.9998610099373669,-145.96753100026734,-152.03260006754385,0.7738141637161647
5.779547439800406e-05,0.9998997957044993,-87.19613356474727,-122.2083990864485,0.8798174385233639
0.00010461182893276799,0.9999129422858692,-144.58078638302788,-163.42615503052147,0.8378715794604878
1.2993334069311323e-05,0.9998214965065397,-64.45605554571402,-102.50036461038118,0.7370032323912522
6.804076747215865e-05,0.9999549957811747,-123.04160357907772,-188.1934724851316,0.9633168589747833
7.42275585914062e-05,0.9999537631803325,-103.32764419998884,-208.10862619120016,0.9225252177115139
3.584367627251138e-05,0.9999571280109617,-97.00960899362252,-100.50108739458175,0.9300951736935145
6.913506979792609e-05,0.9999203872654576,-89.18660937849073,-89.63989179922746,0.8962352365845648
6.811557765137437e-05,0.9999143311971842,-112.3551492725996,-221.7582844280298,0.9665421873743858
4.907014678744033e-05,0.99995993078082,-68.0351724917635,-68.39588922812038,0.5628476642277862
3.432101250788287e-05,0.9999123123574527,-78.03063964939939,-86.79855274552749,0.8894793693446339
